qpu_sampling_time
217.700 ms
qpu_anneal_time_per_sample
20 µs
qpu_readout_time_per_sample
177 µs
qpu_access_time
233.462 ms
qpu_access_overhead_time
7.964 ms
qpu_programming_time
15.762 ms
qpu_delay_time_per_sample
21 µs
total_post_processing_time
5.255 ms
post_processing_overhead_time
280 µs
5760 9336
1297 4281 1
1312 4281 1
1326 4281 1
1341 4281 -1
1356 4281 1
1371 4281 1
1387 4281 1
1402 4281 1
4266 4281 0.07692307692307693
4280 4281 -14.069122360687604
1417 4282 1
1432 4282 1
1447 4282 1
1462 4282 -1
1477 4282 -1
1492 4282 -1
1506 4282 -1
1521 4282 1
1536 4282 1
1551 4282 1
1567 4282 -1
1582 4282 1
4267 4282 0.07692307692307693
4281 4282 -14.069122360687604
1597 4283 -1
1612 4283 1
1627 4283 1
1642 4283 -1
1657 4283 1
1672 4283 1
1686 4283 1
1701 4283 -1
1716 4283 1
1731 4283 1
1747 4283 1
1762 4283 1
4268 4283 0.07692307692307693
4282 4283 -14.069122360687604
1777 4284 -1
1792 4284 -1
1807 4284 1
1822 4284 0.5
1837 4284 0.5
1852 4284 -0.5
1866 4284 0.25
1881 4284 -14.069122360687604
1896 4284 0.07692307692307693
1911 4284 -0.5
1927 4284 0.5
1942 4284 -0.3333333333333333
4269 4284 0.07692307692307693
4283 4284 -14.069122360687604
1957 4285 -0.2
1972 4285 -14.069122360687604
1987 4285 -0.2
2002 4285 0.3333333333333333
2017 4285 -0.3333333333333333
2032 4285 -0.16666666666666666
4270 4285 0.07692307692307693
4284 4285 -14.069122360687604
337 4291 0.5
457 4291 -14.069122360687604
472 4291 -0.14285714285714285
487 4291 -0.07692307692307693
502 4291 -14.069122360687604
517 4292 -0.5
532 4292 -1
547 4292 0.25
562 4292 0.5
577 4292 1
592 4292 0.5
607 4292 0.5
622 4292 -1
637 4292 0.5
652 4292 1
667 4292 -1
682 4292 1
4291 4292 1
697 4293 -1
712 4293 -1
727 4293 -1
742 4293 1
757 4293 -0.5
772 4293 -1
787 4293 1
802 4293 -1
817 4293 -1
832 4293 1
847 4293 -1
862 4293 -1
4292 4293 -14.069122360687604
877 4294 1
892 4294 -1
907 4294 1
922 4294 1
937 4294 -0.5
952 4294 1
967 4294 1
982 4294 1
997 4294 -1
1012 4294 1
1027 4294 1
1042 4294 1
4293 4294 -14.069122360687604
1057 4295 1
1072 4295 1
1087 4295 -1
1102 4295 -1
1117 4295 -1
1132 4295 1
1147 4295 -1
1162 4295 1
1177 4295 -1
1192 4295 1
1207 4295 1
1222 4295 -1
4294 4295 -14.069122360687604
1237 4296 1
1252 4296 0.5
1267 4296 1
1282 4296 1
1297 4296 -1
1312 4296 1
1327 4296 1
1342 4296 -1
1357 4296 1
1372 4296 -1
1387 4296 -1
1402 4296 -1
4295 4296 -14.069122360687604
1417 4297 -1
1432 4297 1
1447 4297 -1
1462 4297 1
1477 4297 -1
1492 4297 1
1507 4297 -1
1522 4297 1
1537 4297 -1
1552 4297 1
1567 4297 1
1582 4297 1
4296 4297 -14.069122360687604
1597 4298 1
1612 4298 -1
1627 4298 -1
1642 4298 -1
1657 4298 -1
1672 4298 -1
1687 4298 -1
1702 4298 1
1717 4298 -0.5
1732 4298 1
1747 4298 1
1762 4298 -1
4297 4298 -14.069122360687604
1777 4299 1
1792 4299 1
1807 4299 -0.5
1822 4299 0.3333333333333333
1837 4299 -1
1852 4299 0.5
1867 4299 -1
1882 4299 0.25
1897 4299 -14.069122360687604
1912 4299 -0.5
1927 4299 0.3333333333333333
1942 4299 -0.3333333333333333
4298 4299 -14.069122360687604
1957 4300 0.5
1972 4300 1
1987 4300 0.25
2002 4300 0.3333333333333333
2017 4300 -0.3333333333333333
2032 4300 0.5
2047 4300 0.5
2062 4300 0.3333333333333333
4299 4300 -14.069122360687604
337 4306 1
457 4306 0.3333333333333333
472 4306 -1
487 4306 -1
502 4306 0.3333333333333333
4291 4306 0.3333333333333333
517 4307 1
532 4307 1
547 4307 0.5
562 4307 1
577 4307 -1
592 4307 -0.5
607 4307 -1
622 4307 1
637 4307 -1
652 4307 -1
667 4307 -1
682 4307 1
4292 4307 0.1111111111111111
4306 4307 -14.069122360687604
697 4308 -1
712 4308 -1
727 4308 1
742 4308 1
757 4308 1
772 4308 -1
787 4308 -1
802 4308 -1
817 4308 -1
832 4308 -1
847 4308 1
862 4308 1
4293 4308 0.1111111111111111
4307 4308 -14.069122360687604
877 4309 1
892 4309 -1
907 4309 -1
922 4309 -1
937 4309 1
952 4309 -1
967 4309 1
982 4309 -1
997 4309 1
1012 4309 1
1027 4309 1
1042 4309 -1
4294 4309 0.1111111111111111
4308 4309 -14.069122360687604
1057 4310 1
1072 4310 1
1087 4310 1
1102 4310 1
1117 4310 -1
1132 4310 1
1147 4310 1
1162 4310 -1
1177 4310 -1
1192 4310 -1
1207 4310 -1
1222 4310 1
4295 4310 0.1111111111111111
4309 4310 -14.069122360687604
1237 4311 -1
1252 4311 -0.5
1267 4311 -1
1282 4311 1
1297 4311 1
1312 4311 -1
1327 4311 1
1342 4311 -1
1357 4311 1
1372 4311 -1
1387 4311 1
1402 4311 1
4296 4311 0.1111111111111111
4310 4311 -14.069122360687604
1417 4312 -1
1432 4312 1
1447 4312 1
1462 4312 1
1477 4312 -1
1492 4312 1
1507 4312 -1
1522 4312 -1
1537 4312 1
1552 4312 1
1567 4312 1
1582 4312 -1
4297 4312 0.1111111111111111
4311 4312 -14.069122360687604
1597 4313 1
1612 4313 1
1627 4313 -1
1642 4313 1
1657 4313 -1
1672 4313 -1
1687 4313 -1
1702 4313 -1
1717 4313 -1
1732 4313 1
1747 4313 1
1762 4313 1
4298 4313 0.1111111111111111
4312 4313 -14.069122360687604
1777 4314 1
1792 4314 -1
1807 4314 -1
1822 4314 1
1837 4314 -1
1852 4314 1
1867 4314 1
1882 4314 0.5
1897 4314 0.1111111111111111
1912 4314 -1
1927 4314 -1
1942 4314 -1
4299 4314 0.1111111111111111
4313 4314 -14.069122360687604
1957 4315 0.3333333333333333
1972 4315 0.3333333333333333
1987 4315 -0.25
2002 4315 -14.069122360687604
2017 4315 0.3333333333333333
2032 4315 0.5
2047 4315 -0.5
2062 4315 0.5
4300 4315 0.3333333333333333
4314 4315 -1
337 4321 -0.2
457 4322 0.5
472 4322 -0.3333333333333333
487 4322 -0.3333333333333333
502 4322 0.5
517 4322 0.3333333333333333
532 4322 -0.5
547 4322 -14.069122360687604
562 4322 0.2
577 4322 0.3333333333333333
592 4322 0.5
607 4322 0.5
622 4322 1
4321 4322 -14.069122360687604
637 4323 0.5
652 4323 1
667 4323 1
682 4323 -1
697 4323 1
712 4323 1
727 4323 -0.3333333333333333
742 4323 -1
757 4323 -1
772 4323 1
787 4323 -1
802 4323 1
4322 4323 -14.069122360687604
817 4324 1
832 4324 -1
847 4324 1
862 4324 -1
877 4324 -1
892 4324 1
907 4324 -1
922 4324 1
937 4324 -1
952 4324 -1
967 4324 1
982 4324 1
4323 4324 -14.069122360687604
997 4325 1
1012 4325 -1
1027 4325 1
1042 4325 -1
1057 4325 -1
1072 4325 -1
1087 4325 1
1102 4325 1
1117 4325 1
1132 4325 1
1147 4325 1
1162 4325 1
4324 4325 -14.069122360687604
1177 4326 0.5
1192 4326 -1
1207 4326 1
1222 4326 -1
1237 4326 1
1252 4326 0.5
1267 4326 0.5
1282 4326 1
1297 4326 1
1312 4326 1
1327 4326 -1
1342 4326 -1
4325 4326 -14.069122360687604
1357 4327 -1
1372 4327 -1
1387 4327 -1
1402 4327 1
1417 4327 1
1432 4327 -1
1447 4327 -1
1462 4327 -1
1477 4327 -1
1492 4327 -1
1507 4327 -1
1522 4327 1
4326 4327 -14.069122360687604
1537 4328 1
1552 4328 -1
1567 4328 1
1582 4328 1
1597 4328 -1
1612 4328 -1
1627 4328 1
1642 4328 -1
1657 4328 -1
1672 4328 -1
1687 4328 1
1702 4328 -1
4327 4328 -14.069122360687604
1717 4329 1
1732 4329 1
1747 4329 -1
1762 4329 -0.5
1777 4329 1
1792 4329 1
1807 4329 1
1822 4329 -0.07142857142857142
1837 4329 -0.3333333333333333
1852 4329 -0.3333333333333333
1867 4329 -0.25
1882 4329 -14.069122360687604
4328 4329 -14.069122360687604
1897 4330 0.25
1912 4330 0.5
1927 4330 1
1942 4330 -0.3333333333333333
1957 4330 -0.3333333333333333
1972 4330 -0.2
1987 4330 -14.069122360687604
2002 4330 -0.25
2017 4330 -0.3333333333333333
2032 4330 0.2
2047 4330 -0.3333333333333333
2062 4330 -0.07142857142857142
4329 4330 -14.069122360687604
457 4337 -0.5
472 4337 -0.25
487 4337 0.5
502 4337 -0.5
517 4337 -0.5
532 4337 -0.5
547 4337 -0.07142857142857142
562 4337 0.3333333333333333
577 4337 -0.5
592 4337 0.3333333333333333
607 4337 -1
622 4337 1
4322 4337 -0.07142857142857142
637 4338 0.5
652 4338 1
667 4338 1
682 4338 1
697 4338 1
712 4338 1
727 4338 0.5
742 4338 -1
757 4338 1
772 4338 0.5
787 4338 -0.5
802 4338 1
4323 4338 -0.07142857142857142
4337 4338 -14.069122360687604
817 4339 1
832 4339 1
847 4339 1
862 4339 -1
877 4339 1
892 4339 -1
907 4339 -1
922 4339 1
937 4339 -1
952 4339 1
967 4339 1
982 4339 1
4324 4339 -0.07142857142857142
4338 4339 -14.069122360687604
997 4340 -1
1012 4340 1
1027 4340 -1
1042 4340 -1
1057 4340 1
1072 4340 -1
1087 4340 1
1102 4340 -1
1117 4340 -1
1132 4340 -0.5
1147 4340 -1
1162 4340 -1
4325 4340 -0.07142857142857142
4339 4340 -14.069122360687604
1177 4341 -0.5
1192 4341 -1
1207 4341 -1
1222 4341 -1
1237 4341 1
1252 4341 0.3333333333333333
1267 4341 -0.5
1282 4341 -1
1297 4341 1
1312 4341 -1
1327 4341 -1
1342 4341 -1
4326 4341 -0.07142857142857142
4340 4341 -14.069122360687604
1357 4342 -1
1372 4342 -1
1387 4342 1
1402 4342 1
1417 4342 -1
1432 4342 -1
1447 4342 -1
1462 4342 -1
1477 4342 -1
1492 4342 -1
1507 4342 -1
1522 4342 -1
4327 4342 -0.07142857142857142
4341 4342 -14.069122360687604
1537 4343 -1
1552 4343 1
1567 4343 -1
1582 4343 -1
1597 4343 1
1612 4343 -1
1627 4343 1
1642 4343 -1
1657 4343 -1
1672 4343 1
1687 4343 1
1702 4343 1
4328 4343 -0.07142857142857142
4342 4343 -14.069122360687604
1717 4344 1
1732 4344 1
1747 4344 1
1762 4344 -1
1777 4344 1
1792 4344 -1
1807 4344 -0.3333333333333333
1822 4344 -14.069122360687604
1837 4344 -0.5
1852 4344 -1
1867 4344 0.5
1882 4344 -0.07142857142857142
4329 4344 -0.07142857142857142
4343 4344 -14.069122360687604
1897 4345 0.3333333333333333
1912 4345 -0.5
1927 4345 -0.5
1942 4345 0.3333333333333333
1957 4345 0.5
1972 4345 0.5
1987 4345 -0.07142857142857142
2002 4345 0.5
2017 4345 0.3333333333333333
2032 4345 0.3333333333333333
2047 4345 -0.25
2062 4345 -14.069122360687604
4330 4345 -0.07142857142857142
4344 4345 -14.069122360687604
457 4352 -0.25
472 4352 -0.09090909090909091
487 4352 -0.3333333333333333
502 4352 -0.25
517 4352 0.5
532 4352 -0.5
563 4352 -0.5
578 4352 -0.25
593 4352 -0.3333333333333333
607 4352 -0.25
622 4352 -1
637 4353 0.3333333333333333
652 4353 -1
667 4353 -0.5
682 4353 1
697 4353 -1
712 4353 -1
728 4353 -14.069122360687604
743 4353 -0.5
758 4353 -1
773 4353 -0.5
787 4353 0.5
802 4353 1
4352 4353 -14.069122360687604
817 4354 -1
832 4354 1
847 4354 1
862 4354 -1
877 4354 -1
892 4354 1
908 4354 1
923 4354 1
938 4354 -0.5
953 4354 1
967 4354 1
982 4354 1
4353 4354 -14.069122360687604
997 4355 1
1012 4355 1
1027 4355 1
1042 4355 -1
1057 4355 -1
1072 4355 1
1088 4355 -1
1103 4355 -1
1118 4355 1
1133 4355 -0.5
1147 4355 1
1162 4355 1
4354 4355 -14.069122360687604
1177 4356 0.5
1192 4356 1
1207 4356 1
1222 4356 1
1237 4356 1
1252 4356 -0.3333333333333333
1268 4356 0.5
1283 4356 -1
1298 4356 1
1313 4356 1
1327 4356 -1
1342 4356 -1
4355 4356 -14.069122360687604
1357 4357 1
1372 4357 1
1387 4357 1
1402 4357 -1
1417 4357 1
1432 4357 1
1448 4357 1
1463 4357 -1
1478 4357 1
1493 4357 1
1507 4357 1
1522 4357 1
4356 4357 -14.069122360687604
1537 4358 1
1552 4358 1
1567 4358 -1
1582 4358 1
1597 4358 -1
1612 4358 -0.5
1628 4358 1
1643 4358 1
1658 4358 0.5
1673 4358 -1
1687 4358 -1
1702 4358 -1
4357 4358 -14.069122360687604
1717 4359 1
1732 4359 -1
1747 4359 -0.3333333333333333
1762 4359 -14.069122360687604
1777 4359 -1
1792 4359 -1
1808 4359 1
1823 4359 0.3333333333333333
1838 4359 -0.25
1853 4359 -0.5
1867 4359 0.5
1882 4359 -0.5
4358 4359 -14.069122360687604
1897 4360 0.3333333333333333
1912 4360 -0.25
1927 4360 -14.069122360687604
1942 4360 0.16666666666666666
1957 4360 -0.3333333333333333
1972 4360 0.5
2003 4360 0.3333333333333333
2018 4360 0.16666666666666666
2047 4360 0.3333333333333333
2062 4360 -0.5
4359 4360 0.5
457 4367 -0.14285714285714285
472 4367 -14.069122360687604
487 4367 0.3333333333333333
502 4367 -0.14285714285714285
517 4367 -1
532 4367 -0.5
563 4367 0.2
578 4367 0.3333333333333333
593 4367 0.5
607 4367 0.3333333333333333
622 4367 1
4352 4367 -0.09090909090909091
637 4368 -0.5
652 4368 -1
667 4368 -1
682 4368 -1
697 4368 -1
712 4368 -1
728 4368 -0.09090909090909091
743 4368 1
758 4368 -1
773 4368 1
787 4368 -1
802 4368 -1
4353 4368 -0.09090909090909091
4367 4368 -14.069122360687604
817 4369 1
832 4369 1
847 4369 -1
862 4369 1
877 4369 1
892 4369 1
908 4369 1
923 4369 -1
938 4369 -1
953 4369 1
967 4369 -1
982 4369 -1
4354 4369 -0.09090909090909091
4368 4369 -14.069122360687604
997 4370 -1
1012 4370 -1
1027 4370 -1
1042 4370 1
1057 4370 1
1072 4370 -1
1088 4370 -1
1103 4370 1
1118 4370 -1
1133 4370 -1
1147 4370 1
1162 4370 -1
4355 4370 -0.09090909090909091
4369 4370 -14.069122360687604
1177 4371 -1
1192 4371 1
1207 4371 1
1222 4371 -1
1237 4371 -1
1252 4371 0.5
1268 4371 -1
1283 4371 -1
1298 4371 -1
1313 4371 -1
1327 4371 1
1342 4371 1
4356 4371 -0.09090909090909091
4370 4371 -14.069122360687604
1357 4372 1
1372 4372 1
1387 4372 1
1402 4372 1
1417 4372 -1
1432 4372 -1
1448 4372 -1
1463 4372 1
1478 4372 1
1493 4372 1
1507 4372 1
1522 4372 -1
4357 4372 -0.09090909090909091
4371 4372 -14.069122360687604
1537 4373 1
1552 4373 -1
1567 4373 -1
1582 4373 1
1597 4373 -1
1612 4373 -1
1628 4373 1
1643 4373 -1
1658 4373 -1
1673 4373 -1
1687 4373 -1
1702 4373 -1
4358 4373 -0.09090909090909091
4372 4373 -14.069122360687604
1717 4374 1
1732 4374 1
1747 4374 -1
1762 4374 -0.09090909090909091
1777 4374 -1
1792 4374 -1
1808 4374 1
1823 4374 -0.5
1838 4374 0.3333333333333333
1853 4374 -1
1867 4374 -0.5
1882 4374 -0.3333333333333333
4359 4374 -0.09090909090909091
4373 4374 -14.069122360687604
1897 4375 0.5
1912 4375 0.5
1927 4375 0.3333333333333333
1942 4375 -0.3333333333333333
1957 4375 0.3333333333333333
1972 4375 0.5
2003 4375 -0.5
2018 4375 -0.3333333333333333
2047 4375 -14.069122360687604
2062 4375 -0.25
4360 4375 0.3333333333333333
4374 4375 -14.069122360687604
457 4382 -14.069122360687604
472 4382 -0.14285714285714285
487 4382 -0.07692307692307693
502 4382 -14.069122360687604
517 4382 0.5
532 4382 0.3333333333333333
563 4382 0.2
578 4383 0.5
593 4383 -0.5
607 4383 0.5
622 4383 0.5
637 4383 -0.3333333333333333
652 4383 1
667 4383 -1
682 4383 0.5
697 4383 1
712 4383 -1
728 4383 -0.25
743 4383 1
4382 4383 -14.069122360687604
758 4384 -1
773 4384 -1
787 4384 1
802 4384 1
817 4384 1
832 4384 1
847 4384 1
862 4384 -1
877 4384 -1
892 4384 1
908 4384 -1
923 4384 -1
4383 4384 -14.069122360687604
938 4385 1
953 4385 1
967 4385 -1
982 4385 -1
997 4385 1
1012 4385 -1
1027 4385 -1
1042 4385 -1
1057 4385 1
1072 4385 1
1088 4385 -1
1103 4385 -1
4384 4385 -14.069122360687604
1118 4386 -1
1133 4386 1
1147 4386 -1
1162 4386 1
1177 4386 -1
1192 4386 -1
1207 4386 -1
1222 4386 1
1237 4386 -1
1252 4386 -0.5
1268 4386 -1
1283 4386 1
4385 4386 -14.069122360687604
1298 4387 -1
1313 4387 1
1327 4387 -1
1342 4387 -1
1357 4387 -1
1372 4387 -1
1387 4387 1
1402 4387 1
1417 4387 1
1432 4387 -1
1448 4387 1
1463 4387 -1
4386 4387 -14.069122360687604
1478 4388 -1
1493 4388 -1
1507 4388 -1
1522 4388 -1
1537 4388 -1
1552 4388 -1
1567 4388 -1
1582 4388 -1
1597 4388 -1
1612 4388 -1
1628 4388 -1
1643 4388 1
4387 4388 -14.069122360687604
1658 4389 1
1673 4389 1
1687 4389 -1
1702 4389 1
1717 4389 -1
1732 4389 1
1747 4389 -1
1762 4389 -0.25
1777 4389 -1
1792 4389 0.5
1808 4389 1
1823 4389 -0.3333333333333333
4388 4389 -14.069122360687604
1838 4390 -0.2
1853 4390 -14.069122360687604
1867 4390 -0.5
1882 4390 -0.3333333333333333
1897 4390 0.5
1912 4390 0.5
1927 4390 0.3333333333333333
1942 4390 0.5
1957 4390 0.3333333333333333
1972 4390 -0.5
2003 4390 -0.5
4389 4390 -0.5
337 4396 -14.069122360687604
457 4397 -0.07692307692307693
472 4397 0.3333333333333333
487 4397 -14.069122360687604
502 4397 -0.07692307692307693
517 4397 0.5
532 4397 -1
563 4397 -0.3333333333333333
4382 4397 -0.07692307692307693
4396 4397 -0.2
578 4398 0.3333333333333333
593 4398 0.5
607 4398 0.3333333333333333
622 4398 1
637 4398 -0.5
652 4398 1
667 4398 -1
682 4398 -1
697 4398 1
712 4398 1
728 4398 -0.3333333333333333
743 4398 1
4383 4398 -0.07692307692307693
4397 4398 -14.069122360687604
758 4399 1
773 4399 1
787 4399 1
802 4399 -1
817 4399 1
832 4399 1
847 4399 1
862 4399 1
877 4399 1
892 4399 1
908 4399 1
923 4399 -1
4384 4399 -0.07692307692307693
4398 4399 -14.069122360687604
938 4400 -1
953 4400 -1
967 4400 -1
982 4400 -1
997 4400 -1
1012 4400 1
1027 4400 -1
1042 4400 1
1057 4400 -1
1072 4400 -1
1088 4400 1
1103 4400 1
4385 4400 -0.07692307692307693
4399 4400 -14.069122360687604
1118 4401 1
1133 4401 1
1147 4401 1
1162 4401 -1
1177 4401 1
1192 4401 -1
1207 4401 1
1222 4401 1
1237 4401 -1
1252 4401 0.5
1268 4401 -1
1283 4401 1
4386 4401 -0.07692307692307693
4400 4401 -14.069122360687604
1298 4402 -1
1313 4402 -1
1327 4402 1
1342 4402 -1
1357 4402 -1
1372 4402 -1
1387 4402 1
1402 4402 1
1417 4402 1
1432 4402 1
1448 4402 1
1463 4402 -1
4387 4402 -0.07692307692307693
4401 4402 -14.069122360687604
1478 4403 1
1493 4403 -1
1507 4403 -1
1522 4403 1
1537 4403 1
1552 4403 -1
1567 4403 1
1582 4403 1
1597 4403 -1
1612 4403 1
1628 4403 1
1643 4403 -1
4388 4403 -0.07692307692307693
4402 4403 -14.069122360687604
1658 4404 -1
1673 4404 1
1687 4404 1
1702 4404 -1
1717 4404 -1
1732 4404 -1
1747 4404 1
1762 4404 -0.3333333333333333
1777 4404 1
1792 4404 1
1808 4404 1
1823 4404 -0.5
4389 4404 -0.07692307692307693
4403 4404 -14.069122360687604
1838 4405 0.3333333333333333
1853 4405 0.3333333333333333
1867 4405 -0.3333333333333333
1882 4405 -0.3333333333333333
1897 4405 0.5
1912 4405 0.5
1927 4405 -0.3333333333333333
1942 4405 1
1957 4405 -14.069122360687604
1972 4405 -0.2
2003 4405 0.3333333333333333
4390 4405 0.3333333333333333
4404 4405 -14.069122360687604
578 4413 -14.069122360687604
593 4413 -0.3333333333333333
607 4413 -14.069122360687604
622 4413 0.25
637 4413 0.2
652 4413 -0.5
668 4413 0.5
683 4413 0.3333333333333333
698 4413 1
713 4413 -1
728 4413 -0.25
743 4413 -1
758 4414 0.5
773 4414 -1
787 4414 0.5
802 4414 -1
817 4414 -1
832 4414 -1
848 4414 -1
863 4414 1
878 4414 -1
893 4414 -1
908 4414 1
923 4414 -1
4413 4414 -14.069122360687604
938 4415 -0.5
953 4415 -1
967 4415 -1
982 4415 -1
997 4415 -1
1012 4415 1
1028 4415 -1
1043 4415 1
1058 4415 1
1073 4415 -1
1088 4415 1
1103 4415 1
4414 4415 -14.069122360687604
1118 4416 1
1133 4416 1
1147 4416 1
1162 4416 -1
1177 4416 0.5
1192 4416 -1
1208 4416 -1
1223 4416 -1
1238 4416 1
1253 4416 -0.3333333333333333
1268 4416 -1
1283 4416 1
4415 4416 -14.069122360687604
1298 4417 1
1313 4417 -1
1327 4417 -1
1342 4417 1
1357 4417 -1
1372 4417 -1
1388 4417 -1
1403 4417 -1
1418 4417 -1
1433 4417 -1
1448 4417 -1
1463 4417 -1
4416 4417 -14.069122360687604
1478 4418 1
1493 4418 -1
1507 4418 -1
1522 4418 -1
1537 4418 1
1552 4418 -1
1568 4418 -1
1583 4418 -1
1598 4418 -1
1613 4418 -1
1628 4418 1
1643 4418 -1
4417 4418 -14.069122360687604
1658 4419 -1
1673 4419 1
1687 4419 -0.5
1702 4419 1
1717 4419 -0.3333333333333333
1732 4419 0.5
1748 4419 -0.25
1763 4419 0.5
1778 4419 -0.5
1793 4419 -0.5
1808 4419 -0.5
1823 4419 0.2
4418 4419 -14.069122360687604
1838 4420 -14.069122360687604
1853 4420 -0.2
1867 4420 0.5
1882 4420 0.5
1897 4420 0.5
1912 4420 0.5
1928 4420 -0.3333333333333333
1943 4420 0.25
1973 4420 -0.5
2003 4420 -0.08333333333333333
4419 4420 -14.069122360687604
457 4427 -14.069122360687604
472 4427 -0.14285714285714285
518 4427 -14.069122360687604
533 4427 0.3333333333333333
563 4427 0.2
578 4428 -0.08333333333333333
593 4428 -0.5
607 4428 -0.08333333333333333
622 4428 1
637 4428 -0.5
652 4428 -1
668 4428 -0.5
683 4428 1
698 4428 1
713 4428 1
728 4428 -1
743 4428 1
4413 4428 -0.08333333333333333
4427 4428 1
758 4429 1
773 4429 -1
787 4429 1
802 4429 1
817 4429 1
832 4429 1
848 4429 1
863 4429 -1
878 4429 1
893 4429 -1
908 4429 -1
923 4429 1
4414 4429 -0.08333333333333333
4428 4429 -14.069122360687604
938 4430 -1
953 4430 -1
967 4430 -1
982 4430 -1
997 4430 1
1012 4430 -1
1028 4430 1
1043 4430 1
1058 4430 -1
1073 4430 -1
1088 4430 -1
1103 4430 1
4415 4430 -0.08333333333333333
4429 4430 -14.069122360687604
1118 4431 1
1133 4431 1
1147 4431 1
1162 4431 1
1177 4431 -1
1192 4431 1
1208 4431 1
1223 4431 1
1238 4431 1
1253 4431 -0.5
1268 4431 -1
1283 4431 1
4416 4431 -0.08333333333333333
4430 4431 -14.069122360687604
1298 4432 -1
1313 4432 1
1327 4432 1
1342 4432 -1
1357 4432 -1
1372 4432 -1
1388 4432 1
1403 4432 -1
1418 4432 -1
1433 4432 1
1448 4432 1
1463 4432 -1
4417 4432 -0.08333333333333333
4431 4432 -14.069122360687604
1478 4433 -1
1493 4433 -1
1507 4433 1
1522 4433 -1
1537 4433 -1
1552 4433 -1
1568 4433 1
1583 4433 -1
1598 4433 -1
1613 4433 -1
1628 4433 1
1643 4433 -1
4418 4433 -0.08333333333333333
4432 4433 -14.069122360687604
1658 4434 -1
1673 4434 1
1687 4434 1
1702 4434 -1
1717 4434 1
1732 4434 -1
1748 4434 -1
1763 4434 -0.5
1778 4434 -1
1793 4434 -1
1808 4434 1
1823 4434 -0.5
4419 4434 -0.08333333333333333
4433 4434 -14.069122360687604
1838 4435 -0.08333333333333333
1853 4435 -0.5
1867 4435 -0.5
1882 4435 -0.25
1897 4435 0.3333333333333333
1912 4435 0.5
1928 4435 0.3333333333333333
1943 4435 0.3333333333333333
1973 4435 0.3333333333333333
2003 4435 -14.069122360687604
4420 4435 -0.08333333333333333
4434 4435 -14.069122360687604
518 4442 1
533 4442 -0.5
563 4442 -0.3333333333333333
578 4442 0.25
593 4442 0.5
607 4442 0.25
622 4442 1
637 4442 0.09090909090909091
652 4442 -1
668 4442 -0.5
683 4442 -1
698 4443 -1
713 4443 1
728 4443 -1
743 4443 1
758 4443 1
773 4443 1
787 4443 1
802 4443 1
817 4443 1
832 4443 -1
848 4443 1
863 4443 1
4442 4443 -14.069122360687604
878 4444 -1
893 4444 1
908 4444 1
923 4444 -1
938 4444 0.5
953 4444 1
967 4444 1
982 4444 1
997 4444 1
1012 4444 1
1028 4444 1
1043 4444 1
4443 4444 -14.069122360687604
1058 4445 -1
1073 4445 1
1088 4445 -1
1103 4445 1
1118 4445 1
1133 4445 1
1147 4445 1
1162 4445 -1
1177 4445 1
1192 4445 1
1208 4445 -1
1223 4445 1
4444 4445 -14.069122360687604
1238 4446 -1
1253 4446 0.5
1268 4446 1
1283 4446 -1
1298 4446 1
1313 4446 -1
1327 4446 1
1342 4446 -1
1357 4446 1
1372 4446 -1
1388 4446 1
1403 4446 1
4445 4446 -14.069122360687604
1418 4447 1
1433 4447 -1
1448 4447 1
1463 4447 1
1478 4447 -1
1493 4447 -1
1507 4447 -1
1522 4447 1
1537 4447 -1
1552 4447 1
1568 4447 -1
1583 4447 1
4446 4447 -14.069122360687604
1598 4448 -1
1613 4448 -1
1628 4448 -1
1643 4448 1
1658 4448 -1
1673 4448 1
1687 4448 -1
1702 4448 -1
1717 4448 -1
1732 4448 -1
1748 4448 -1
1763 4448 -0.5
4447 4448 -14.069122360687604
1778 4449 1
1793 4449 1
1808 4449 1
1823 4449 0.09090909090909091
1838 4449 0.25
1853 4449 0.5
1867 4449 -0.5
1882 4449 -0.3333333333333333
1897 4449 -0.3333333333333333
1912 4449 1
1928 4449 0.16666666666666666
1943 4449 -14.069122360687604
4448 4449 -14.069122360687604
1973 4450 -0.3333333333333333
2003 4450 0.3333333333333333
2018 4450 -14.069122360687604
2047 4450 -0.3333333333333333
2062 4450 0.3333333333333333
4449 4450 -14.069122360687604
518 4457 -0.3333333333333333
533 4457 -0.5
563 4457 -0.5
578 4457 0.2
593 4457 0.5
607 4457 0.2
622 4457 -0.5
637 4457 -14.069122360687604
652 4457 0.2
668 4457 0.3333333333333333
683 4457 0.3333333333333333
4442 4457 0.09090909090909091
698 4458 0.5
713 4458 0.5
728 4458 0.3333333333333333
743 4458 1
758 4458 -0.5
773 4458 -0.5
787 4458 0.5
802 4458 1
817 4458 -1
832 4458 1
848 4458 1
863 4458 1
4443 4458 0.09090909090909091
4457 4458 -14.069122360687604
878 4459 -1
893 4459 1
908 4459 1
923 4459 1
938 4459 -0.5
953 4459 -1
967 4459 1
982 4459 -1
997 4459 1
1012 4459 -1
1028 4459 -1
1043 4459 -1
4444 4459 0.09090909090909091
4458 4459 -14.069122360687604
1058 4460 -1
1073 4460 -1
1088 4460 -1
1103 4460 -1
1118 4460 -1
1133 4460 0.5
1147 4460 1
1162 4460 1
1177 4460 0.5
1192 4460 -1
1208 4460 -1
1223 4460 -1
4445 4460 0.09090909090909091
