5760 2279
1505 3967 0.014018170559865095
1520 3967 -0.2142692986433432
3966 3967 -5.615986879834934
875 3979 0.23418734409690445
905 3979 0.6345917422599241
920 3979 -0.1140812198866904
935 3979 -0.32545878354729707
950 3979 0.3901986432298886
980 3979 0.7678049508723106
995 3980 -0.004512759205186123
1010 3980 -0.06803152092058817
1025 3980 0.3083299505341801
1040 3980 -0.23943711319413197
1055 3980 0.15772621303729983
1070 3980 -0.48772433616572153
1085 3980 -0.5954946163782493
1100 3980 -0.5223500883964802
1115 3980 -0.7346458491582373
1130 3980 -0.6555603737261448
1145 3980 0.7684970035236374
1160 3980 -0.7535643926536726
3965 3980 0.10681599912157691
3979 3980 -5.615986879834934
1175 3981 -0.3648629049493075
1190 3981 0.7061626640753533
1205 3981 -0.23689166354636204
1220 3981 0.4333762098720735
1235 3981 -0.9436928057824914
1250 3981 -0.5224570145332388
1265 3981 -0.2606147133684835
1280 3981 0.02327497616471741
1295 3981 0.10681599912157691
1310 3981 0.6623279282418952
1325 3981 -5.615986879834934
1340 3981 -0.03599435356705882
3966 3981 0.10681599912157691
3980 3981 -5.615986879834934
1355 3982 -0.1714963185572771
1370 3982 0.4677136753557951
1385 3982 -0.5645573454054702
1400 3982 -0.45913031934158943
1415 3982 0.1560814724704692
1445 3982 -0.3258617831465631
1460 3982 -0.03599435356705882
1475 3982 0.590276941038606
1490 3982 -0.45651230983947433
1505 3982 -0.9341297175510985
1520 3982 0.8951995669348884
3967 3982 0.10681599912157691
3981 3982 -5.615986879834934
1580 3983 -0.4317313928531714
1595 3983 -0.5146363418810593
1640 3983 -0.41773118155096
3982 3983 -5.615986879834934
995 3995 -0.7225744491759951
1010 3995 0.7108749193130941
1025 3995 -0.42411444444156654
1040 3995 0.3264425853051298
1055 3995 -0.20828281093024947
1070 3995 0.3523509569372829
1086 3995 0.45112932887008195
1101 3995 0.7681514111993735
1116 3995 -0.031197690767400088
1131 3995 0.6816755940854411
1145 3995 0.3887180051048118
1160 3995 -0.2342167153628445
1175 3996 0.5565960840780884
1190 3996 0.8027745821812444
1205 3996 0.17353785667347132
1220 3996 -0.34634213053966834
1235 3996 -0.09165833998024286
1250 3996 0.7746183475191877
1266 3996 -0.05716345083140628
1281 3996 0.29046048524872625
1311 3996 -0.9102049900466729
1325 3996 -0.03599435356705882
1340 3996 -5.615986879834934
3995 3996 -5.615986879834934
1355 3997 0.4754722240556599
1370 3997 0.25120794222878073
1385 3997 -0.06720913004546847
1400 3997 -0.22687185060166282
1415 3997 0.027079841138388128
1446 3997 0.06573008724899458
1461 3997 -5.615986879834934
1476 3997 -0.22687185060166282
1505 3997 0.20519716821703993
1520 3997 0.6212561596359114
3996 3997 -5.615986879834934
995 4010 0.23070900017369333
1010 4010 0.47995212424880873
1025 4010 0.40135601098150353
1040 4010 0.4079303431520198
1055 4010 0.7565438445136994
1070 4010 0.46653442924391597
1086 4010 0.8008995729392805
1101 4010 -0.9908248581670109
1116 4010 -0.5924728812797178
1131 4010 0.9735832282476651
1145 4010 0.10895646903506018
1160 4010 0.7533523550986003
3995 4010 0.027079841138388128
1175 4011 -0.2437221950608286
1190 4011 0.508547946437814
1205 4011 0.5955544727090452
1220 4011 -0.31337651000187017
1235 4011 0.20123019085846305
1250 4011 -0.7345663790267987
1266 4011 0.4275787085892693
1281 4011 0.8309979572658073
1311 4011 -0.39311513643195417
1325 4011 0.1560814724704692
1340 4011 0.027079841138388128
3996 4011 0.027079841138388128
4010 4011 -5.615986879834934
1355 4012 -0.045263576670519834
1370 4012 0.06036847187024208
1385 4012 -0.35237906769587823
1400 4012 0.0755115306019376
1415 4012 -5.615986879834934
1446 4012 -0.33508564625924553
1461 4012 0.027079841138388128
1476 4012 0.0755115306019376
1505 4012 -0.40333279241845965
1520 4012 0.030828763036111262
3997 4012 0.027079841138388128
4011 4012 -5.615986879834934
980 4025 0.1336074779981773
995 4025 -0.7961550196954292
1010 4025 0.6649452945169876
1025 4025 0.4434056908764108
1040 4025 0.2188925169345517
1055 4025 -0.11858962822232955
1070 4025 -0.35520640447912366
1086 4025 -0.6960765844380998
1101 4025 -0.9722749927416654
1116 4026 -0.2642793190331296
1131 4026 0.97863108519973
1145 4026 0.10842200913359812
1160 4026 -0.6991433383921664
1175 4026 -0.9226800617961568
1190 4026 0.6979479249048899
1205 4026 -0.33647231776629316
1220 4026 -0.320398018186673
1235 4026 -0.4786386534057545
1250 4026 0.15945493727280038
1266 4026 -0.7125457742785899
1281 4026 0.18866945059490903
4025 4026 -5.615986879834934
1311 4027 -0.202743546951897
1325 4027 -0.45913031934158943
1340 4027 -0.22687185060166282
1355 4027 -0.8204590264769649
1370 4027 -0.2991501212732841
1385 4027 -0.3249605937119489
1400 4027 -5.615986879834934
1415 4027 0.0755115306019376
1446 4027 -0.464934318706854
1461 4027 -0.22687185060166282
4026 4027 -5.615986879834934
1476 4028 -5.615986879834934
1505 4028 0.9196826113110612
1520 4028 -0.28930954989401947
1580 4028 0.3852634140508606
1595 4028 0.04096762496557638
4027 4028 -5.615986879834934
980 4040 0.10026043322059319
995 4040 0.38962097354889647
1010 4040 -0.204391807019637
1025 4040 0.2514876655290563
1040 4040 0.025551884204453312
1055 4040 -0.24250416363567018
1070 4040 0.09463489881103504
1086 4040 -0.7711127079417612
1101 4040 -0.8312255370498043
4025 4040 0.15945493727280038
1116 4041 -0.4152542028083779
1131 4041 0.15353144612437797
1145 4041 -0.2772734951889091
1160 4041 -0.8784782531245734
1175 4041 0.23831770777102967
1190 4041 0.6800729623879256
1205 4041 0.024657851448598
1220 4041 0.4227394043588435
1235 4041 0.07082363442358112
1250 4041 -5.615986879834934
1266 4041 -0.7960430988430107
1281 4041 0.4855594987191927
4026 4041 0.15945493727280038
4040 4041 -5.615986879834934
980 4055 0.3343436825967039
995 4055 0.5076973421579203
1010 4055 -0.10396539776374136
1026 4055 0.05241810733427532
1041 4055 -0.17264507051597744
1056 4055 -0.6136277462319064
1071 4055 -0.7467556548618817
1086 4055 0.9663373720267046
1101 4055 0.34419793601821813
1116 4056 0.23161523796863182
1131 4056 -0.3000972278830367
1145 4056 -0.03365967569930417
1160 4056 0.1631449777364664
1175 4056 -0.6818536589786037
1190 4056 -0.22890040496089026
1206 4056 0.4065970422684022
1221 4056 -0.27890658361054665
1266 4056 -0.0850991284881358
1281 4056 -5.615986879834934
4055 4056 -5.615986879834934
1311 4057 0.3869566211342439
1325 4057 0.02327497616471741
1340 4057 0.29046048524872625
1355 4057 -0.9126896639501183
1370 4057 -0.8856516578104356
1446 4057 0.14638223854084853
1461 4057 0.29046048524872625
4056 4057 -5.615986879834934
1476 4058 0.18866945059490903
1505 4058 0.21703685525928496
1520 4058 -0.5786423951629116
4057 4058 -5.615986879834934
980 4070 -0.3993485702252956
995 4070 0.9492177246801019
1010 4070 -0.36075740562590886
1026 4070 0.17096551310490027
1041 4070 0.4126190364891309
1056 4070 -0.43531780022359357
1071 4070 0.018510224638510486
1086 4070 -0.008192637691136317
1101 4070 0.191414347614294
4055 4070 -0.0850991284881358
1116 4071 -0.31762496471135626
1131 4071 -0.6460920236967078
1145 4071 -0.7883050668579974
1160 4071 0.7153290798942087
1175 4071 -0.6743492985888897
1190 4071 -0.33318939586432406
1206 4071 -0.09172337919187223
1221 4071 0.02771066481793416
1266 4071 -5.615986879834934
1281 4071 -0.0850991284881358
4056 4071 -0.0850991284881358
4070 4071 -5.615986879834934
980 4084 -0.33067273912236994
995 4084 -0.770736876960072
1010 4084 -0.30744929330116555
1026 4084 -0.15750679929203915
1041 4084 0.840090114194243
1056 4085 0.139952598744918
1071 4085 -5.615986879834934
1086 4085 0.33305072568879834
1101 4085 -0.27226954676828913
1116 4085 0.40434363364675385
1131 4085 0.3214833659770897
1145 4085 0.11191504089889781
1160 4085 0.474215263577628
1175 4085 0.5369021227820852
1190 4085 0.9970819365817194
1206 4085 -0.1518187334378186
1221 4085 -0.07925454928097153
4084 4085 -5.615986879834934
1056 4100 0.2905866792973404
1071 4100 -0.27226954676828913
1086 4100 -0.06434313833504778
1101 4100 -5.615986879834934
1116 4100 0.2341677465603559
1131 4100 -0.12624269461380921
1145 4100 0.10291727887955893
1160 4100 -0.3311560798514048
1175 4100 -0.15437213370706826
1190 4100 0.19082421336214395
1206 4100 -0.2592071473325164
1221 4100 0.2762665497680637
4085 4100 -0.27226954676828913
1266 4131 -5.615986879834934
1281 4131 -0.0850991284881358
1311 4131 0.32046177523969666
1026 4145 0.025754423418546835
1041 4145 -0.4172282703958523
1056 4145 -0.5241673580278245
1071 4145 0.40434363364675385
1086 4145 0.5322812456380548
1101 4145 0.2341677465603559
1116 4145 -5.615986879834934
1131 4145 -0.14889180097482857
1146 4145 -0.18825404592132813

qpu_sampling_time
17.700 ms
qpu_anneal_time_per_sample
20 µs
qpu_readout_time_per_sample
136 µs
qpu_access_time
33.460 ms
qpu_access_overhead_time
1.431 ms
qpu_programming_time
15.760 ms
qpu_delay_time_per_sample
21 µs
total_post_processing_time
2.047 ms
post_processing_overhead_time
2.047 ms
